wbsendit__Activity__c,ACTIVITY_DATE,ACTIVITY_REPORT,BOUNCE_REASON,Name,wbsendit__Campaign_ID__c,CITY,COMPOUND_KEY,wbsendit__Contact__c,COUNTRY_CODE,COUNTRY_NAME,CREATED_BY,EMAIL_ADDRESS,IP_ADDRESS,LAST_MODIFIED_BY,LEAD,LOCATION,OWNER,REGION,URL_CLICKED
Bounced,2020-03-19T05:08:39.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100172&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 722,CM100172,Los Angeles,CM100172 user722@example.org 2025-04-17 14:05:19.397,A0722,US,United States,,user722@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/722
Unsubscribed,2020-01-09T04:58:10.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100180&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 802,CM100180,Phoenix,CM100180 user802@example.org 2025-04-17 14:05:19.397,A0802,US,United States,,user802@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/802
Opened,2020-03-19T12:20:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100193&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 937,CM100193,Los Angeles,CM100193 user937@example.org 2025-04-17 14:05:19.397,A0937,US,United States,,user937@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/937
,2020-03-30T05:58:07.000Z,,,Campaign 985,CM100198,Phoenix,CM100198 user985@example.org 2025-04-17 14:05:19.397,A0985,US,United States,,user985@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/985
,2020-03-28T17:45:57.000Z,,,Campaign 40,CM100140,Houston,CM100140 user40@example.org 2025-04-17 14:05:19.397,A0040,US,United States,,user40@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/40
Opened,2020-01-08T17:51:37.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100156&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 56,CM100156,Houston,CM100156 user56@example.org 2025-04-17 14:05:19.397,A0056,US,United States,,user56@example.org,,,,,,New York,http://mfbhope24.givesmart.com/56
Opened,2020-03-21T01:46:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100172&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 72,CM100172,Houston,CM100172 user72@example.org 2025-04-17 14:05:19.397,A0072,US,United States,,user72@example.org,,,,,,,http://mfbhope24.givesmart.com/72
Opened,2020-01-27T08:04:37.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100115&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 152,CM100115,Chicago,CM100115 user152@example.org 2025-04-17 14:05:19.397,A0152,US,United States,,user152@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/152
,2020-02-06T16:58:19.000Z,,,Campaign 184,CM100118,Chicago,CM100118 user184@example.org 2025-04-17 14:05:19.397,A0184,US,United States,,user184@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/184
Clicked,2020-03-29T16:11:00.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100124&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 248,CM100124,New York,CM100124 user248@example.org 2025-04-17 14:05:19.397,A0248,US,United States,,user248@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/248
Unsubscribed,2020-03-20T03:12:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100128&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 280,CM100128,Los Angeles,CM100128 user280@example.org 2025-04-17 14:05:19.397,A0280,US,United States,,user280@example.org,,,,,,New York,http://mfbhope24.givesmart.com/280
Opened,2020-01-29T10:03:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100132&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 328,CM100132,New York,CM100132 user328@example.org 2025-04-17 14:05:19.397,A0328,US,United States,,user328@example.org,,,,,,California,http://mfbhope24.givesmart.com/328
Unsubscribed,2020-01-26T15:44:42.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100134&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 344,CM100134,Houston,CM100134 user344@example.org 2025-04-17 14:05:19.397,A0344,US,United States,,user344@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/344
Bounced,2020-03-17T23:11:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100137&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 376,CM100137,Los Angeles,CM100137 user376@example.org 2025-04-17 14:05:19.397,A0376,US,United States,,user376@example.org,,,,,,California,http://mfbhope24.givesmart.com/376
Bounced,2020-01-22T05:25:04.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100140&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 408,CM100140,Los Angeles,CM100140 user408@example.org 2025-04-17 14:05:19.397,A0408,US,United States,,user408@example.org,,,,,,New York,http://mfbhope24.givesmart.com/408
Clicked,2020-01-08T07:54:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100142&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 424,CM100142,Los Angeles,CM100142 user424@example.org 2025-04-17 14:05:19.397,A0424,US,United States,,user424@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/424
Clicked,2020-04-05T11:08:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100144&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 440,CM100144,Los Angeles,CM100144 user440@example.org 2025-04-17 14:05:19.397,A0440,US,United States,,user440@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/440
Clicked,2020-01-03T08:31:09.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100147&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 472,CM100147,,CM100147 user472@example.org 2025-04-17 14:05:19.397,A0472,US,United States,,user472@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/472
Clicked,2020-04-02T16:41:42.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100126&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 262,CM100126,Los Angeles,CM100126 user262@example.org 2025-04-17 14:05:19.397,A0262,US,United States,,user262@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/262
Opened,2020-01-31T06:37:52.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100127&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 278,CM100127,Phoenix,CM100127 user278@example.org 2025-04-17 14:05:19.397,A0278,US,United States,,user278@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/278
Clicked,2020-02-23T04:09:14.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100148&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 486,CM100148,Phoenix,CM100148 user486@example.org 2025-04-17 14:05:19.397,A0486,US,United States,,user486@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/486
Clicked,2020-03-18T02:05:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100171&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 715,CM100171,Houston,CM100171 user715@example.org 2025-04-17 14:05:19.397,A0715,US,United States,,user715@example.org,,,,,,California,http://mfbhope24.givesmart.com/715
Opened,2020-02-12T17:09:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100179&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 795,CM100179,Phoenix,CM100179 user795@example.org 2025-04-17 14:05:19.397,A0795,US,United States,,user795@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/795
,2020-01-04T08:00:23.000Z,,,Campaign 827,CM100182,Los Angeles,CM100182 user827@example.org 2025-04-17 14:05:19.397,A0827,US,United States,,user827@example.org,,,,,,New York,http://mfbhope24.givesmart.com/827
Opened,2020-02-14T17:35:04.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100184&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 843,CM100184,Chicago,CM100184 user843@example.org 2025-04-17 14:05:19.397,A0843,US,United States,,user843@example.org,,,,,,,http://mfbhope24.givesmart.com/843
Clicked,2020-03-27T20:15:09.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100185&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 859,CM100185,Chicago,CM100185 user859@example.org 2025-04-17 14:05:19.397,A0859,US,United States,,user859@example.org,,,,,,New York,http://mfbhope24.givesmart.com/859
Bounced,2020-03-18T01:52:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100187&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 875,CM100187,Houston,CM100187 user875@example.org 2025-04-17 14:05:19.397,A0875,US,United States,,user875@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/875
,2020-02-09T20:09:38.000Z,,,Campaign 13,CM100113,Houston,CM100113 user13@example.org 2025-04-17 14:05:19.397,A0013,US,United States,,user13@example.org,,,,,,New York,http://mfbhope24.givesmart.com/13
,2020-03-03T07:38:10.000Z,,,Campaign 29,CM100129,Chicago,CM100129 user29@example.org 2025-04-17 14:05:19.397,A0029,US,United States,,user29@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/29
Unsubscribed,2020-04-15T03:47:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100161&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 61,CM100161,New York,CM100161 user61@example.org 2025-04-17 14:05:19.397,A0061,US,United States,,user61@example.org,,,,,,,http://mfbhope24.givesmart.com/61
Bounced,2020-02-09T19:24:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100110&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 109,CM100110,Chicago,CM100110 user109@example.org 2025-04-17 14:05:19.397,A0109,US,United States,,user109@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/109
Opened,2020-03-24T22:09:09.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100134&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 349,CM100134,New York,CM100134 user349@example.org 2025-04-17 14:05:19.397,A0349,US,United States,,user349@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/349
Opened,2020-04-07T00:01:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100167&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 678,CM100167,Los Angeles,CM100167 user678@example.org 2025-04-17 14:05:19.397,A0678,US,United States,,user678@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/678
Unsubscribed,2020-01-20T05:17:44.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100172&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 726,CM100172,New York,CM100172 user726@example.org 2025-04-17 14:05:19.397,A0726,US,United States,,user726@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/726
Opened,2020-01-27T12:59:50.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100185&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 854,CM100185,Houston,CM100185 user854@example.org 2025-04-17 14:05:19.397,A0854,US,United States,,user854@example.org,,,,,,New York,http://mfbhope24.givesmart.com/854
Clicked,2020-04-13T01:02:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100187&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 870,CM100187,Chicago,CM100187 user870@example.org 2025-04-17 14:05:19.397,A0870,US,United States,,user870@example.org,,,,,,New York,http://mfbhope24.givesmart.com/870
,2020-03-23T19:38:32.000Z,,,Campaign 886,CM100188,,CM100188 user886@example.org 2025-04-17 14:05:19.397,A0886,US,United States,,user886@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/886
Unsubscribed,2020-01-17T17:11:48.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100191&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 918,CM100191,Houston,CM100191 user918@example.org 2025-04-17 14:05:19.397,A0918,US,United States,,user918@example.org,,,,,,California,http://mfbhope24.givesmart.com/918
Clicked,2020-03-02T06:31:24.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100198&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 982,CM100198,Houston,CM100198 user982@example.org 2025-04-17 14:05:19.397,A0982,US,United States,,user982@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/982
Clicked,2020-02-07T05:57:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100103&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 3,CM100103,Los Angeles,CM100103 user3@example.org 2025-04-17 14:05:19.397,A0003,US,United States,,user3@example.org,,,,,,,http://mfbhope24.givesmart.com/3
Bounced,2020-01-17T17:35:24.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100119&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 19,CM100119,Chicago,CM100119 user19@example.org 2025-04-17 14:05:19.397,A0019,US,United States,,user19@example.org,,,,,,California,http://mfbhope24.givesmart.com/19
,2020-03-27T17:46:29.000Z,,,Campaign 99,CM100199,Chicago,CM100199 user99@example.org 2025-04-17 14:05:19.397,A0099,US,United States,,user99@example.org,,,,,,New York,http://mfbhope24.givesmart.com/99
Bounced,2020-02-15T09:10:21.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100111&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 115,CM100111,Phoenix,CM100111 user115@example.org 2025-04-17 14:05:19.397,A0115,US,United States,,user115@example.org,,,,,,California,http://mfbhope24.givesmart.com/115
Clicked,2020-02-29T17:53:13.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100113&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 131,CM100113,Phoenix,CM100113 user131@example.org 2025-04-17 14:05:19.397,A0131,US,United States,,user131@example.org,,,,,,New York,http://mfbhope24.givesmart.com/131
Unsubscribed,2020-03-27T18:59:33.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100116&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 163,CM100116,Phoenix,CM100116 user163@example.org 2025-04-17 14:05:19.397,A0163,US,United States,,user163@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/163
Bounced,2020-03-09T17:37:10.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100122&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 227,CM100122,Chicago,CM100122 user227@example.org 2025-04-17 14:05:19.397,A0227,US,United States,,user227@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/227
Unsubscribed,2020-03-24T17:29:31.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100124&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 243,CM100124,Chicago,CM100124 user243@example.org 2025-04-17 14:05:19.397,A0243,US,United States,,user243@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/243
Opened,2020-04-01T19:51:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100125&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 259,CM100125,Houston,CM100125 user259@example.org 2025-04-17 14:05:19.397,A0259,US,United States,,user259@example.org,,,,,,New York,http://mfbhope24.givesmart.com/259
Opened,2020-01-25T22:28:17.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100139&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 397,CM100139,Phoenix,CM100139 user397@example.org 2025-04-17 14:05:19.397,A0397,US,United States,,user397@example.org,,,,,,California,http://mfbhope24.givesmart.com/397
,2020-02-09T04:36:10.000Z,,,Campaign 541,CM100154,New York,CM100154 user541@example.org 2025-04-17 14:05:19.397,A0541,US,United States,,user541@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/541
,2020-03-16T09:37:19.000Z,,,Campaign 557,CM100155,Phoenix,CM100155 user557@example.org 2025-04-17 14:05:19.397,A0557,US,United States,,user557@example.org,,,,,,New York,http://mfbhope24.givesmart.com/557
Clicked,2020-02-23T04:21:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100158&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 589,CM100158,Houston,CM100158 user589@example.org 2025-04-17 14:05:19.397,A0589,US,United States,,user589@example.org,,,,,,,http://mfbhope24.givesmart.com/589
Opened,2020-01-30T18:17:49.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100166&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 669,CM100166,Phoenix,CM100166 user669@example.org 2025-04-17 14:05:19.397,A0669,US,United States,,user669@example.org,,,,,,,http://mfbhope24.givesmart.com/669
Bounced,2020-03-06T04:14:03.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100176&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 765,CM100176,,CM100176 user765@example.org 2025-04-17 14:05:19.397,A0765,US,United States,,user765@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/765
Unsubscribed,2020-03-05T18:00:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100178&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 781,CM100178,New York,CM100178 user781@example.org 2025-04-17 14:05:19.397,A0781,US,United States,,user781@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/781
Bounced,2020-04-03T13:06:17.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100182&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 829,CM100182,Los Angeles,CM100182 user829@example.org 2025-04-17 14:05:19.397,A0829,US,United States,,user829@example.org,,,,,,California,http://mfbhope24.givesmart.com/829
Opened,2020-01-16T06:12:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100186&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 861,CM100186,,CM100186 user861@example.org 2025-04-17 14:05:19.397,A0861,US,United States,,user861@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/861
,2020-04-14T02:12:47.000Z,,,Campaign 877,CM100187,,CM100187 user877@example.org 2025-04-17 14:05:19.397,A0877,US,United States,,user877@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/877
Opened,2020-01-06T23:25:50.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100189&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 893,CM100189,Los Angeles,CM100189 user893@example.org 2025-04-17 14:05:19.397,A0893,US,United States,,user893@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/893
Clicked,2020-01-20T18:19:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100192&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 925,CM100192,Los Angeles,CM100192 user925@example.org 2025-04-17 14:05:19.397,A0925,US,United States,,user925@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/925
Bounced,2020-04-08T16:14:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100194&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 941,CM100194,Phoenix,CM100194 user941@example.org 2025-04-17 14:05:19.397,A0941,US,United States,,user941@example.org,,,,,,California,http://mfbhope24.givesmart.com/941
Unsubscribed,2020-03-30T08:19:02.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100195&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 957,CM100195,Houston,CM100195 user957@example.org 2025-04-17 14:05:19.397,A0957,US,United States,,user957@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/957
,2020-01-19T13:39:05.000Z,,,Campaign 10,CM100110,Chicago,CM100110 user10@example.org 2025-04-17 14:05:19.397,A0010,US,United States,,user10@example.org,,,,,,,http://mfbhope24.givesmart.com/10
Bounced,2020-02-26T16:51:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100158&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 58,CM100158,Phoenix,CM100158 user58@example.org 2025-04-17 14:05:19.397,A0058,US,United States,,user58@example.org,,,,,,,http://mfbhope24.givesmart.com/58
Bounced,2020-02-01T10:32:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100174&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 74,CM100174,,CM100174 user74@example.org 2025-04-17 14:05:19.397,A0074,US,United States,,user74@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/74
Bounced,2020-01-17T04:13:00.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100115&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 154,CM100115,Chicago,CM100115 user154@example.org 2025-04-17 14:05:19.397,A0154,US,United States,,user154@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/154
Opened,2020-03-18T19:47:47.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100117&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 170,CM100117,,CM100117 user170@example.org 2025-04-17 14:05:19.397,A0170,US,United States,,user170@example.org,,,,,,California,http://mfbhope24.givesmart.com/170
Unsubscribed,2020-01-25T18:57:04.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100130&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 307,CM100130,,CM100130 user307@example.org 2025-04-17 14:05:19.397,A0307,US,United States,,user307@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/307
Unsubscribed,2020-01-30T01:04:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100133&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 339,CM100133,Chicago,CM100133 user339@example.org 2025-04-17 14:05:19.397,A0339,US,United States,,user339@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/339
Clicked,2020-02-15T04:35:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100135&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 355,CM100135,Chicago,CM100135 user355@example.org 2025-04-17 14:05:19.397,A0355,US,United States,,user355@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/355
Unsubscribed,2020-01-23T06:29:01.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100137&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 371,CM100137,New York,CM100137 user371@example.org 2025-04-17 14:05:19.397,A0371,US,United States,,user371@example.org,,,,,,California,http://mfbhope24.givesmart.com/371
,2020-03-13T14:03:24.000Z,,,Campaign 419,CM100141,Chicago,CM100141 user419@example.org 2025-04-17 14:05:19.397,A0419,US,United States,,user419@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/419
Opened,2020-02-27T19:50:43.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100154&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 547,CM100154,Houston,CM100154 user547@example.org 2025-04-17 14:05:19.397,A0547,US,United States,,user547@example.org,,,,,,New York,http://mfbhope24.givesmart.com/547
Opened,2020-01-30T14:48:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100169&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 691,CM100169,Houston,CM100169 user691@example.org 2025-04-17 14:05:19.397,A0691,US,United States,,user691@example.org,,,,,,,http://mfbhope24.givesmart.com/691
,2020-01-28T07:32:29.000Z,,,Campaign 755,CM100175,Phoenix,CM100175 user755@example.org 2025-04-17 14:05:19.397,A0755,US,United States,,user755@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/755
Bounced,2020-03-20T05:56:36.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100185&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 851,CM100185,New York,CM100185 user851@example.org 2025-04-17 14:05:19.397,A0851,US,United States,,user851@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/851
Clicked,2020-01-03T08:19:14.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100188&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 883,CM100188,Chicago,CM100188 user883@example.org 2025-04-17 14:05:19.397,A0883,US,United States,,user883@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/883
Clicked,2020-04-21T10:32:53.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100179&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 790,CM100179,Los Angeles,CM100179 user790@example.org 2025-04-17 14:05:19.397,A0790,US,United States,,user790@example.org,,,,,,New York,http://mfbhope24.givesmart.com/790
Bounced,2020-03-06T21:55:39.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100199&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 995,CM100199,,CM100199 user995@example.org 2025-04-17 14:05:19.397,A0995,US,United States,,user995@example.org,,,,,,California,http://mfbhope24.givesmart.com/995
Clicked,2020-04-09T07:56:23.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100121&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 21,CM100121,New York,CM100121 user21@example.org 2025-04-17 14:05:19.397,A0021,US,United States,,user21@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/21
,2020-01-31T16:27:14.000Z,,,Campaign 69,CM100169,New York,CM100169 user69@example.org 2025-04-17 14:05:19.397,A0069,US,United States,,user69@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/69
Clicked,2020-03-25T17:29:08.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100110&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 101,CM100110,,CM100110 user101@example.org 2025-04-17 14:05:19.397,A0101,US,United States,,user101@example.org,,,,,,New York,http://mfbhope24.givesmart.com/101
Clicked,2020-02-26T09:55:23.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100128&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 282,CM100128,Houston,CM100128 user282@example.org 2025-04-17 14:05:19.397,A0282,US,United States,,user282@example.org,,,,,,California,http://mfbhope24.givesmart.com/282
Bounced,2020-01-04T02:52:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100129&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 298,CM100129,Phoenix,CM100129 user298@example.org 2025-04-17 14:05:19.397,A0298,US,United States,,user298@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/298
