PERC_OPENED,CAMPAIGN_ID,CAMPAIGN_NAME,CLIENT,CLIENT_NAME,CREATED_BY,FROM_EMAIL,FROM_NAME,JOB_ID,LAST_BOUNCED_COUNT,LAST_CLICK_COUNT,LAST_MODIFIED_BY,LAST_OPEN_COUNT,LAST_SYNCED,LAST_UNSUBSCRIBE_COUNT,NUM_BOUNCED,NUM_CLICKS,NUM_FORWARDS,NUM_LIKES,NUM_MENTIONS,NUM_OPENS,NUM_RECIPIENTS,NUM_SPAM_COMPLAINTS,NUM_UNIQUE_OPENS,NUM_UNSUBSCRIBED,OWNER,REPLY_TO,SALESFORCE_CAMPAIGN,SENT_DATE,SUBJECT,TAGS,TOTAL_RECIPIENTS,WEB_VERSION_TEXT_URL,WEB_VERSION_URL,WORLD_VIEW_EMAIL_TRACKING
26.36,CM100141,Campaign 412,Client_412,Client Name 412,user412@midwest.org,user412@midwestfood.org,Team 412,,2,353,user412@midwist.org,,,3,15,376,,12,7,1245,1077,5,939,8,,,,2020-03-17T01:20:59.000Z,Sample Subject 412,,59,http://createsend.com/texturl/412,http://createsend.com/url/412,https://midwestfoodbank.org/email_tracking/412
46,CM100142,Campaign 428,Client_428,Client Name 428,user428@midwest.org,user428@midwestfood.org,Team 428,,1,753,user428@midwist.org,,,0,11,420,,9,7,1277,1447,5,799,1,,,,2020-04-15T08:52:00.000Z,Sample Subject 428,,81,http://createsend.com/texturl/428,http://createsend.com/url/428,https://midwestfoodbank.org/email_tracking/428
31.79,CM100144,Campaign 444,Client_444,Client Name 444,user444@midwest.org,user444@midwestfood.org,Team 444,,3,534,user444@midwist.org,,,7,18,218,,7,3,667,1157,3,760,8,,,,2020-01-22T13:47:57.000Z,Sample Subject 444,,81,http://createsend.com/texturl/444,http://createsend.com/url/444,https://midwestfoodbank.org/email_tracking/444
41.81,CM100146,Campaign 460,Client_460,Client Name 460,user460@midwest.org,user460@midwestfood.org,Team 460,,2,280,user460@midwist.org,,,6,3,230,,5,8,1337,1154,2,623,0,,,,2020-04-22T03:30:40.000Z,Sample Subject 460,,54,http://createsend.com/texturl/460,http://createsend.com/url/460,https://midwestfoodbank.org/email_tracking/460
36.93,CM100150,Campaign 508,Client_508,Client Name 508,user508@midwest.org,user508@midwestfood.org,Team 508,,4,471,user508@midwist.org,,,7,3,480,,5,10,1121,1126,4,424,6,,,,2020-01-17T07:31:15.000Z,Sample Subject 508,,1,http://createsend.com/texturl/508,http://createsend.com/url/508,https://midwestfoodbank.org/email_tracking/508
19.95,CM100152,Campaign 524,Client_524,Client Name 524,user524@midwest.org,user524@midwestfood.org,Team 524,,3,551,user524@midwist.org,,,2,16,597,,12,10,1021,1411,3,815,9,,,,2020-04-11T04:21:37.000Z,Sample Subject 524,,68,http://createsend.com/texturl/524,http://createsend.com/url/524,https://midwestfoodbank.org/email_tracking/524
12.36,CM100154,Campaign 540,Client_540,Client Name 540,user540@midwest.org,user540@midwestfood.org,Team 540,,4,247,user540@midwist.org,,,10,6,171,,5,6,1292,1312,2,565,0,,,,2020-03-15T13:43:26.000Z,Sample Subject 540,,40,http://createsend.com/texturl/540,http://createsend.com/url/540,https://midwestfoodbank.org/email_tracking/540
25.85,CM100155,Campaign 556,Client_556,Client Name 556,user556@midwest.org,user556@midwestfood.org,Team 556,,1,134,user556@midwist.org,,,4,14,181,,15,8,969,1490,1,702,0,,,,2020-03-29T05:45:26.000Z,Sample Subject 556,,42,http://createsend.com/texturl/556,http://createsend.com/url/556,https://midwestfoodbank.org/email_tracking/556
12.23,CM100160,Campaign 604,Client_604,Client Name 604,user604@midwest.org,user604@midwestfood.org,Team 604,,4,459,user604@midwist.org,,,0,18,269,,12,4,1089,1465,5,757,4,,,,2020-01-29T03:36:44.000Z,Sample Subject 604,,20,http://createsend.com/texturl/604,http://createsend.com/url/604,https://midwestfoodbank.org/email_tracking/604
49.06,CM100162,Campaign 620,Client_620,Client Name 620,user620@midwest.org,user620@midwestfood.org,Team 620,,5,364,user620@midwist.org,,,7,15,368,,14,4,796,1038,5,583,1,,,,2020-02-20T17:19:13.000Z,Sample Subject 620,,81,http://createsend.com/texturl/620,http://createsend.com/url/620,https://midwestfoodbank.org/email_tracking/620
12.33,CM100163,Campaign 636,Client_636,Client Name 636,user636@midwest.org,user636@midwestfood.org,Team 636,,5,325,user636@midwist.org,,,10,17,670,,4,4,718,1316,4,235,0,,,,2020-04-11T12:10:10.000Z,Sample Subject 636,,60,http://createsend.com/texturl/636,http://createsend.com/url/636,https://midwestfoodbank.org/email_tracking/636
23.71,CM100121,Campaign 210,Client_210,Client Name 210,user210@midwest.org,user210@midwestfood.org,Team 210,,1,497,user210@midwist.org,,,0,10,649,,17,7,893,1469,1,446,6,,,,2020-01-13T05:32:45.000Z,Sample Subject 210,,69,http://createsend.com/texturl/210,http://createsend.com/url/210,https://midwestfoodbank.org/email_tracking/210
17.57,CM100122,Campaign 226,Client_226,Client Name 226,user226@midwest.org,user226@midwestfood.org,Team 226,,5,743,user226@midwist.org,,,3,18,185,,10,5,1270,1226,1,364,3,,,,2020-03-28T03:20:43.000Z,Sample Subject 226,,57,http://createsend.com/texturl/226,http://createsend.com/url/226,https://midwestfoodbank.org/email_tracking/226
46.93,CM100124,Campaign 242,Client_242,Client Name 242,user242@midwest.org,user242@midwestfood.org,Team 242,,3,149,user242@midwist.org,,,8,3,491,,19,3,1209,1010,1,735,2,,,,2020-04-10T11:05:22.000Z,Sample Subject 242,,54,http://createsend.com/texturl/242,http://createsend.com/url/242,https://midwestfoodbank.org/email_tracking/242
13.52,CM100125,Campaign 258,Client_258,Client Name 258,user258@midwest.org,user258@midwestfood.org,Team 258,,3,407,user258@midwist.org,,,3,20,501,,9,10,1147,1374,5,494,1,,,,2020-02-24T04:05:47.000Z,Sample Subject 258,,7,http://createsend.com/texturl/258,http://createsend.com/url/258,https://midwestfoodbank.org/email_tracking/258
45.54,CM100127,Campaign 274,Client_274,Client Name 274,user274@midwest.org,user274@midwestfood.org,Team 274,,3,266,user274@midwist.org,,,2,5,486,,12,3,994,1432,3,565,6,,,,2020-04-16T18:29:52.000Z,Sample Subject 274,,14,http://createsend.com/texturl/274,http://createsend.com/url/274,https://midwestfoodbank.org/email_tracking/274
43.42,CM100157,Campaign 572,Client_572,Client Name 572,user572@midwest.org,user572@midwestfood.org,Team 572,,5,121,user572@midwist.org,,,5,6,380,,16,6,943,1042,3,356,4,,,,2020-04-17T10:45:47.000Z,Sample Subject 572,,38,http://createsend.com/texturl/572,http://createsend.com/url/572,https://midwestfoodbank.org/email_tracking/572
41.74,CM100158,Campaign 588,Client_588,Client Name 588,user588@midwest.org,user588@midwestfood.org,Team 588,,4,243,user588@midwist.org,,,0,17,353,,12,6,1443,1199,5,802,3,,,,2020-01-27T12:15:03.000Z,Sample Subject 588,,65,http://createsend.com/texturl/588,http://createsend.com/url/588,https://midwestfoodbank.org/email_tracking/588
44.69,CM100129,Campaign 290,Client_290,Client Name 290,user290@midwest.org,user290@midwestfood.org,Team 290,,1,276,user290@midwist.org,,,7,8,434,,6,10,717,1406,0,211,6,,,,2020-01-03T23:58:28.000Z,Sample Subject 290,,75,http://createsend.com/texturl/290,http://createsend.com/url/290,https://midwestfoodbank.org/email_tracking/290
47.21,CM100130,Campaign 306,Client_306,Client Name 306,user306@midwest.org,user306@midwestfood.org,Team 306,,1,579,user306@midwist.org,,,5,13,676,,3,4,1130,1018,5,229,9,,,,2020-03-06T01:31:02.000Z,Sample Subject 306,,29,http://createsend.com/texturl/306,http://createsend.com/url/306,https://midwestfoodbank.org/email_tracking/306
33.9,CM100132,Campaign 322,Client_322,Client Name 322,user322@midwest.org,user322@midwestfood.org,Team 322,,1,217,user322@midwist.org,,,2,18,410,,14,5,836,1065,4,933,1,,,,2020-02-06T17:17:34.000Z,Sample Subject 322,,18,http://createsend.com/texturl/322,http://createsend.com/url/322,https://midwestfoodbank.org/email_tracking/322
15.26,CM100133,Campaign 338,Client_338,Client Name 338,user338@midwest.org,user338@midwestfood.org,Team 338,,3,391,user338@midwist.org,,,4,16,437,,3,10,1196,1267,3,883,5,,,,2020-01-22T12:11:25.000Z,Sample Subject 338,,42,http://createsend.com/texturl/338,http://createsend.com/url/338,https://midwestfoodbank.org/email_tracking/338
13.92,CM100135,Campaign 354,Client_354,Client Name 354,user354@midwest.org,user354@midwestfood.org,Team 354,,5,497,user354@midwist.org,,,10,12,114,,15,1,825,1447,2,267,6,,,,2020-04-06T00:40:20.000Z,Sample Subject 354,,88,http://createsend.com/texturl/354,http://createsend.com/url/354,https://midwestfoodbank.org/email_tracking/354
40.55,CM100143,Campaign 434,Client_434,Client Name 434,user434@midwest.org,user434@midwestfood.org,Team 434,,5,267,user434@midwist.org,,,0,17,554,,14,9,1131,1348,5,753,6,,,,2020-03-06T10:34:35.000Z,Sample Subject 434,,1,http://createsend.com/texturl/434,http://createsend.com/url/434,https://midwestfoodbank.org/email_tracking/434
36.01,CM100148,Campaign 482,Client_482,Client Name 482,user482@midwest.org,user482@midwestfood.org,Team 482,,2,685,user482@midwist.org,,,4,6,224,,3,3,1127,1233,1,268,5,,,,2020-04-16T07:36:39.000Z,Sample Subject 482,,77,http://createsend.com/texturl/482,http://createsend.com/url/482,https://midwestfoodbank.org/email_tracking/482
18.67,CM100151,Campaign 514,Client_514,Client Name 514,user514@midwest.org,user514@midwestfood.org,Team 514,,2,431,user514@midwist.org,,,7,13,590,,4,2,1223,1071,1,395,7,,,,2020-04-19T01:45:59.000Z,Sample Subject 514,,26,http://createsend.com/texturl/514,http://createsend.com/url/514,https://midwestfoodbank.org/email_tracking/514
12.44,CM100156,Campaign 562,Client_562,Client Name 562,user562@midwest.org,user562@midwestfood.org,Team 562,,5,264,user562@midwist.org,,,1,19,157,,17,2,932,1060,5,308,1,,,,2020-02-22T20:16:46.000Z,Sample Subject 562,,30,http://createsend.com/texturl/562,http://createsend.com/url/562,https://midwestfoodbank.org/email_tracking/562
23.55,CM100157,Campaign 578,Client_578,Client Name 578,user578@midwest.org,user578@midwestfood.org,Team 578,,3,295,user578@midwist.org,,,10,7,330,,10,7,1298,1058,1,752,1,,,,2020-02-15T15:36:52.000Z,Sample Subject 578,,73,http://createsend.com/texturl/578,http://createsend.com/url/578,https://midwestfoodbank.org/email_tracking/578
14.74,CM100161,Campaign 610,Client_610,Client Name 610,user610@midwest.org,user610@midwestfood.org,Team 610,,1,130,user610@midwist.org,,,10,2,325,,17,2,836,1434,2,855,4,,,,2020-03-20T17:00:42.000Z,Sample Subject 610,,42,http://createsend.com/texturl/610,http://createsend.com/url/610,https://midwestfoodbank.org/email_tracking/610
45.86,CM100166,Campaign 668,Client_668,Client Name 668,user668@midwest.org,user668@midwestfood.org,Team 668,,1,512,user668@midwist.org,,,5,20,261,,7,8,1376,1009,5,452,2,,,,2020-04-18T06:31:48.000Z,Sample Subject 668,,44,http://createsend.com/texturl/668,http://createsend.com/url/668,https://midwestfoodbank.org/email_tracking/668
30.64,CM100168,Campaign 684,Client_684,Client Name 684,user684@midwest.org,user684@midwestfood.org,Team 684,,5,785,user684@midwist.org,,,0,15,261,,10,10,1481,1379,0,418,9,,,,2020-04-08T15:46:02.000Z,Sample Subject 684,,67,http://createsend.com/texturl/684,http://createsend.com/url/684,https://midwestfoodbank.org/email_tracking/684
17.86,CM100171,Campaign 716,Client_716,Client Name 716,user716@midwest.org,user716@midwestfood.org,Team 716,,1,210,user716@midwist.org,,,10,5,683,,10,3,1130,1346,1,390,8,,,,2020-02-20T07:12:03.000Z,Sample Subject 716,,85,http://createsend.com/texturl/716,http://createsend.com/url/716,https://midwestfoodbank.org/email_tracking/716
20.53,CM100173,Campaign 732,Client_732,Client Name 732,user732@midwest.org,user732@midwestfood.org,Team 732,,1,117,user732@midwist.org,,,6,2,403,,19,1,801,1149,0,211,2,,,,2020-04-09T19:50:01.000Z,Sample Subject 732,,62,http://createsend.com/texturl/732,http://createsend.com/url/732,https://midwestfoodbank.org/email_tracking/732
41.87,CM100174,Campaign 748,Client_748,Client Name 748,user748@midwest.org,user748@midwestfood.org,Team 748,,4,536,user748@midwist.org,,,6,19,421,,11,2,877,1040,5,800,9,,,,2020-03-22T01:42:25.000Z,Sample Subject 748,,86,http://createsend.com/texturl/748,http://createsend.com/url/748,https://midwestfoodbank.org/email_tracking/748
24.59,CM100176,Campaign 764,Client_764,Client Name 764,user764@midwest.org,user764@midwestfood.org,Team 764,,3,230,user764@midwist.org,,,3,18,648,,3,4,673,1427,0,839,1,,,,2020-03-11T07:34:10.000Z,Sample Subject 764,,85,http://createsend.com/texturl/764,http://createsend.com/url/764,https://midwestfoodbank.org/email_tracking/764
41.92,CM100179,Campaign 796,Client_796,Client Name 796,user796@midwest.org,user796@midwestfood.org,Team 796,,5,601,user796@midwist.org,,,2,10,483,,12,2,1023,1104,2,997,2,,,,2020-01-13T00:08:16.000Z,Sample Subject 796,,11,http://createsend.com/texturl/796,http://createsend.com/url/796,https://midwestfoodbank.org/email_tracking/796
23.52,CM100108,Campaign 8,Client_8,Client Name 8,user8@midwest.org,user8@midwestfood.org,Team 8,,4,533,user8@midwist.org,,,1,8,270,,14,9,1441,1246,0,288,2,,,,2020-03-24T21:32:50.000Z,Sample Subject 8,,75,http://createsend.com/texturl/8,http://createsend.com/url/8,https://midwestfoodbank.org/email_tracking/8
37.59,CM100124,Campaign 24,Client_24,Client Name 24,user24@midwest.org,user24@midwestfood.org,Team 24,,2,208,user24@midwist.org,,,5,3,189,,19,1,1310,1254,3,494,3,,,,2020-03-12T18:13:03.000Z,Sample Subject 24,,67,http://createsend.com/texturl/24,http://createsend.com/url/24,https://midwestfoodbank.org/email_tracking/24
39.53,CM100140,Campaign 40,Client_40,Client Name 40,user40@midwest.org,user40@midwestfood.org,Team 40,,5,698,user40@midwist.org,,,10,19,272,,12,4,1274,1194,1,569,4,,,,2020-03-19T02:38:38.000Z,Sample Subject 40,,71,http://createsend.com/texturl/40,http://createsend.com/url/40,https://midwestfoodbank.org/email_tracking/40
37.33,CM100156,Campaign 56,Client_56,Client Name 56,user56@midwest.org,user56@midwestfood.org,Team 56,,2,325,user56@midwist.org,,,8,9,623,,20,8,1135,1190,0,295,5,,,,2020-01-28T14:31:10.000Z,Sample Subject 56,,60,http://createsend.com/texturl/56,http://createsend.com/url/56,https://midwestfoodbank.org/email_tracking/56
45.6,CM100172,Campaign 72,Client_72,Client Name 72,user72@midwest.org,user72@midwestfood.org,Team 72,,5,613,user72@midwist.org,,,6,9,475,,12,8,1316,1298,3,948,3,,,,2020-01-29T13:21:18.000Z,Sample Subject 72,,88,http://createsend.com/texturl/72,http://createsend.com/url/72,https://midwestfoodbank.org/email_tracking/72
31.01,CM100113,Campaign 136,Client_136,Client Name 136,user136@midwest.org,user136@midwestfood.org,Team 136,,4,547,user136@midwist.org,,,1,6,429,,17,9,900,1479,3,686,7,,,,2020-02-21T18:18:27.000Z,Sample Subject 136,,78,http://createsend.com/texturl/136,http://createsend.com/url/136,https://midwestfoodbank.org/email_tracking/136
19.79,CM100115,Campaign 152,Client_152,Client Name 152,user152@midwest.org,user152@midwestfood.org,Team 152,,1,573,user152@midwist.org,,,6,3,104,,8,3,690,1383,3,653,3,,,,2020-01-19T10:01:06.000Z,Sample Subject 152,,69,http://createsend.com/texturl/152,http://createsend.com/url/152,https://midwestfoodbank.org/email_tracking/152
46,CM100162,Campaign 626,Client_626,Client Name 626,user626@midwest.org,user626@midwestfood.org,Team 626,,2,740,user626@midwist.org,,,6,13,536,,16,10,605,1066,2,477,7,,,,2020-01-22T16:24:20.000Z,Sample Subject 626,,18,http://createsend.com/texturl/626,http://createsend.com/url/626,https://midwestfoodbank.org/email_tracking/626
36.15,CM100167,Campaign 674,Client_674,Client Name 674,user674@midwest.org,user674@midwestfood.org,Team 674,,4,72,user674@midwist.org,,,8,16,601,,2,8,846,1111,5,243,5,,,,2020-02-15T19:30:50.000Z,Sample Subject 674,,33,http://createsend.com/texturl/674,http://createsend.com/url/674,https://midwestfoodbank.org/email_tracking/674
29.33,CM100170,Campaign 706,Client_706,Client Name 706,user706@midwest.org,user706@midwestfood.org,Team 706,,5,263,user706@midwist.org,,,5,19,566,,7,2,706,1098,1,471,1,,,,2020-02-16T13:55:24.000Z,Sample Subject 706,,42,http://createsend.com/texturl/706,http://createsend.com/url/706,https://midwestfoodbank.org/email_tracking/706
42.06,CM100175,Campaign 754,Client_754,Client Name 754,user754@midwest.org,user754@midwestfood.org,Team 754,,2,158,user754@midwist.org,,,1,3,201,,6,7,845,1022,1,284,9,,,,2020-04-25T00:29:45.000Z,Sample Subject 754,,42,http://createsend.com/texturl/754,http://createsend.com/url/754,https://midwestfoodbank.org/email_tracking/754
20.12,CM100177,Campaign 770,Client_770,Client Name 770,user770@midwest.org,user770@midwestfood.org,Team 770,,3,706,user770@midwist.org,,,9,1,432,,4,6,1191,1265,3,676,0,,,,2020-03-15T14:41:23.000Z,Sample Subject 770,,17,http://createsend.com/texturl/770,http://createsend.com/url/770,https://midwestfoodbank.org/email_tracking/770
12.6,CM100178,Campaign 786,Client_786,Client Name 786,user786@midwest.org,user786@midwestfood.org,Team 786,,4,73,user786@midwist.org,,,6,4,202,,11,9,1003,1404,0,1000,7,,,,2020-04-14T23:51:59.000Z,Sample Subject 786,,19,http://createsend.com/texturl/786,http://createsend.com/url/786,https://midwestfoodbank.org/email_tracking/786
48.42,CM100181,Campaign 818,Client_818,Client Name 818,user818@midwest.org,user818@midwestfood.org,Team 818,,4,485,user818@midwist.org,,,0,12,184,,15,6,653,1096,2,410,1,,,,2020-01-19T05:13:18.000Z,Sample Subject 818,,98,http://createsend.com/texturl/818,http://createsend.com/url/818,https://midwestfoodbank.org/email_tracking/818
26.74,CM100185,Campaign 850,Client_850,Client Name 850,user850@midwest.org,user850@midwestfood.org,Team 850,,1,422,user850@midwist.org,,,0,19,198,,20,9,1337,1382,1,670,7,,,,2020-01-23T14:35:11.000Z,Sample Subject 850,,5,http://createsend.com/texturl/850,http://createsend.com/url/850,https://midwestfoodbank.org/email_tracking/850
23.14,CM100190,Campaign 901,Client_901,Client Name 901,user901@midwest.org,user901@midwestfood.org,Team 901,,1,175,user901@midwist.org,,,0,3,616,,6,2,746,1290,5,754,4,,,,2020-01-09T02:16:29.000Z,Sample Subject 901,,56,http://createsend.com/texturl/901,http://createsend.com/url/901,https://midwestfoodbank.org/email_tracking/901
29.24,CM100193,Campaign 933,Client_933,Client Name 933,user933@midwest.org,user933@midwestfood.org,Team 933,,2,735,user933@midwist.org,,,3,2,308,,8,4,726,1361,0,920,7,,,,2020-04-07T22:45:11.000Z,Sample Subject 933,,49,http://createsend.com/texturl/933,http://createsend.com/url/933,https://midwestfoodbank.org/email_tracking/933
26.35,CM100194,Campaign 949,Client_949,Client Name 949,user949@midwest.org,user949@midwestfood.org,Team 949,,4,607,user949@midwist.org,,,9,10,365,,1,6,799,1109,5,257,8,,,,2020-01-10T07:59:09.000Z,Sample Subject 949,,57,http://createsend.com/texturl/949,http://createsend.com/url/949,https://midwestfoodbank.org/email_tracking/949
21,CM100121,Campaign 216,Client_216,Client Name 216,user216@midwest.org,user216@midwestfood.org,Team 216,,2,375,user216@midwist.org,,,6,14,196,,19,5,1072,1122,3,530,0,,,,2020-04-08T00:54:09.000Z,Sample Subject 216,,1,http://createsend.com/texturl/216,http://createsend.com/url/216,https://midwestfoodbank.org/email_tracking/216
26.81,CM100128,Campaign 280,Client_280,Client Name 280,user280@midwest.org,user280@midwestfood.org,Team 280,,1,389,user280@midwist.org,,,2,3,563,,17,7,647,1203,0,322,1,,,,2020-02-28T08:11:12.000Z,Sample Subject 280,,29,http://createsend.com/texturl/280,http://createsend.com/url/280,https://midwestfoodbank.org/email_tracking/280
17.4,CM100129,Campaign 296,Client_296,Client Name 296,user296@midwest.org,user296@midwestfood.org,Team 296,,2,494,user296@midwist.org,,,9,6,177,,13,7,650,1028,3,992,5,,,,2020-01-30T22:35:04.000Z,Sample Subject 296,,21,http://createsend.com/texturl/296,http://createsend.com/url/296,https://midwestfoodbank.org/email_tracking/296
35.37,CM100131,Campaign 312,Client_312,Client Name 312,user312@midwest.org,user312@midwestfood.org,Team 312,,5,570,user312@midwist.org,,,0,16,206,,7,7,968,1470,1,935,1,,,,2020-03-16T11:06:09.000Z,Sample Subject 312,,38,http://createsend.com/texturl/312,http://createsend.com/url/312,https://midwestfoodbank.org/email_tracking/312
19.53,CM100132,Campaign 328,Client_328,Client Name 328,user328@midwest.org,user328@midwestfood.org,Team 328,,4,602,user328@midwist.org,,,0,19,498,,6,3,637,1116,3,379,9,,,,2020-04-11T18:51:23.000Z,Sample Subject 328,,57,http://createsend.com/texturl/328,http://createsend.com/url/328,https://midwestfoodbank.org/email_tracking/328
17.01,CM100137,Campaign 376,Client_376,Client Name 376,user376@midwest.org,user376@midwestfood.org,Team 376,,4,109,user376@midwist.org,,,2,20,212,,8,2,1119,1165,0,714,7,,,,2020-03-15T16:32:49.000Z,Sample Subject 376,,21,http://createsend.com/texturl/376,http://createsend.com/url/376,https://midwestfoodbank.org/email_tracking/376
43.89,CM100140,Campaign 408,Client_408,Client Name 408,user408@midwest.org,user408@midwestfood.org,Team 408,,5,169,user408@midwist.org,,,4,8,171,,19,9,1037,1032,2,399,0,,,,2020-01-24T16:18:19.000Z,Sample Subject 408,,68,http://createsend.com/texturl/408,http://createsend.com/url/408,https://midwestfoodbank.org/email_tracking/408
10.4,CM100147,Campaign 472,Client_472,Client Name 472,user472@midwest.org,user472@midwestfood.org,Team 472,,3,495,user472@midwist.org,,,8,11,122,,3,1,1000,1235,0,464,0,,,,2020-03-23T09:22:08.000Z,Sample Subject 472,,89,http://createsend.com/texturl/472,http://createsend.com/url/472,https://midwestfoodbank.org/email_tracking/472
35.56,CM100158,Campaign 584,Client_584,Client Name 584,user584@midwest.org,user584@midwestfood.org,Team 584,,5,571,user584@midwist.org,,,4,14,479,,13,9,966,1052,5,848,5,,,,2020-01-30T20:55:36.000Z,Sample Subject 584,,55,http://createsend.com/texturl/584,http://createsend.com/url/584,https://midwestfoodbank.org/email_tracking/584
40.11,CM100172,Campaign 722,Client_722,Client Name 722,user722@midwest.org,user722@midwestfood.org,Team 722,,1,307,user722@midwist.org,,,0,12,650,,18,10,638,1347,4,830,1,,,,2020-02-18T10:52:50.000Z,Sample Subject 722,,23,http://createsend.com/texturl/722,http://createsend.com/url/722,https://midwestfoodbank.org/email_tracking/722
32.25,CM100196,Campaign 965,Client_965,Client Name 965,user965@midwest.org,user965@midwestfood.org,Team 965,,2,567,user965@midwist.org,,,6,15,372,,19,2,1114,1268,1,682,5,,,,2020-01-30T05:11:56.000Z,Sample Subject 965,,21,http://createsend.com/texturl/965,http://createsend.com/url/965,https://midwestfoodbank.org/email_tracking/965
31.05,CM100150,Campaign 504,Client_504,Client Name 504,user504@midwest.org,user504@midwestfood.org,Team 504,,4,568,user504@midwist.org,,,5,7,649,,14,4,1276,1301,0,728,2,,,,2020-03-28T08:57:07.000Z,Sample Subject 504,,4,http://createsend.com/texturl/504,http://createsend.com/url/504,https://midwestfoodbank.org/email_tracking/504
15.55,CM100161,Campaign 616,Client_616,Client Name 616,user616@midwest.org,user616@midwestfood.org,Team 616,,3,684,user616@midwist.org,,,2,11,379,,14,9,1337,1432,4,518,1,,,,2020-02-11T22:17:16.000Z,Sample Subject 616,,33,http://createsend.com/texturl/616,http://createsend.com/url/616,https://midwestfoodbank.org/email_tracking/616
17.82,CM100193,Campaign 931,Client_931,Client Name 931,user931@midwest.org,user931@midwestfood.org,Team 931,,4,622,user931@midwist.org,,,3,6,385,,11,5,905,1040,0,782,5,,,,2020-03-20T10:35:10.000Z,Sample Subject 931,,9,http://createsend.com/texturl/931,http://createsend.com/url/931,https://midwestfoodbank.org/email_tracking/931
22.18,CM100196,Campaign 963,Client_963,Client Name 963,user963@midwest.org,user963@midwestfood.org,Team 963,,2,348,user963@midwist.org,,,4,12,326,,11,1,772,1182,2,385,3,,,,2020-02-18T13:33:25.000Z,Sample Subject 963,,29,http://createsend.com/texturl/963,http://createsend.com/url/963,https://midwestfoodbank.org/email_tracking/963
47.31,CM100197,Campaign 979,Client_979,Client Name 979,user979@midwest.org,user979@midwestfood.org,Team 979,,4,383,user979@midwist.org,,,3,4,146,,4,8,664,1007,3,975,5,,,,2020-04-25T07:04:47.000Z,Sample Subject 979,,94,http://createsend.com/texturl/979,http://createsend.com/url/979,https://midwestfoodbank.org/email_tracking/979
49.78,CM100188,Campaign 882,Client_882,Client Name 882,user882@midwest.org,user882@midwestfood.org,Team 882,,4,178,user882@midwist.org,,,6,14,323,,20,5,1036,1063,2,430,0,,,,2020-03-27T01:47:39.000Z,Sample Subject 882,,14,http://createsend.com/texturl/882,http://createsend.com/url/882,https://midwestfoodbank.org/email_tracking/882
49.52,CM100189,Campaign 898,Client_898,Client Name 898,user898@midwest.org,user898@midwestfood.org,Team 898,,5,63,user898@midwist.org,,,2,15,379,,19,3,678,1345,3,385,4,,,,2020-03-16T17:01:04.000Z,Sample Subject 898,,15,http://createsend.com/texturl/898,http://createsend.com/url/898,https://midwestfoodbank.org/email_tracking/898
35.49,CM100191,Campaign 914,Client_914,Client Name 914,user914@midwest.org,user914@midwestfood.org,Team 914,,2,723,user914@midwist.org,,,10,11,204,,14,4,1154,1401,1,805,8,,,,2020-03-15T16:32:42.000Z,Sample Subject 914,,5,http://createsend.com/texturl/914,http://createsend.com/url/914,https://midwestfoodbank.org/email_tracking/914
32.42,CM100193,Campaign 930,Client_930,Client Name 930,user930@midwest.org,user930@midwestfood.org,Team 930,,4,449,user930@midwist.org,,,7,7,427,,10,2,936,1082,1,593,2,,,,2020-03-28T11:25:30.000Z,Sample Subject 930,,31,http://createsend.com/texturl/930,http://createsend.com/url/930,https://midwestfoodbank.org/email_tracking/930
13.38,CM100194,Campaign 946,Client_946,Client Name 946,user946@midwest.org,user946@midwestfood.org,Team 946,,1,375,user946@midwist.org,,,8,1,528,,3,4,1023,1138,4,323,7,,,,2020-03-12T01:46:40.000Z,Sample Subject 946,,10,http://createsend.com/texturl/946,http://createsend.com/url/946,https://midwestfoodbank.org/email_tracking/946
12.85,CM100196,Campaign 962,Client_962,Client Name 962,user962@midwest.org,user962@midwestfood.org,Team 962,,4,470,user962@midwist.org,,,6,12,259,,20,10,1433,1355,4,552,9,,,,2020-02-14T17:20:43.000Z,Sample Subject 962,,100,http://createsend.com/texturl/962,http://createsend.com/url/962,https://midwestfoodbank.org/email_tracking/962
12.39,CM100197,Campaign 978,Client_978,Client Name 978,user978@midwest.org,user978@midwestfood.org,Team 978,,1,119,user978@midwist.org,,,2,8,656,,18,6,1224,1384,3,349,3,,,,2020-03-02T11:59:34.000Z,Sample Subject 978,,25,http://createsend.com/texturl/978,http://createsend.com/url/978,https://midwestfoodbank.org/email_tracking/978
48.79,CM100199,Campaign 994,Client_994,Client Name 994,user994@midwest.org,user994@midwestfood.org,Team 994,,2,330,user994@midwist.org,,,7,11,179,,9,4,890,1077,3,679,1,,,,2020-03-31T07:11:54.000Z,Sample Subject 994,,7,http://createsend.com/texturl/994,http://createsend.com/url/994,https://midwestfoodbank.org/email_tracking/994
27.44,CM100136,Campaign 36,Client_36,Client Name 36,user36@midwest.org,user36@midwestfood.org,Team 36,,3,163,user36@midwist.org,,,6,19,376,,18,7,855,1476,4,539,9,,,,2020-03-25T23:28:23.000Z,Sample Subject 36,,19,http://createsend.com/texturl/36,http://createsend.com/url/36,https://midwestfoodbank.org/email_tracking/36
