ID,ACCOUNT_NAME,ACTIVE_VOLUNTEER,ALTERNATE_EMAIL,BIRTHDATE,CONTACT_RECORD_TYPE,CORE_VOLUNTEER,CORE_VOLUNTEER_2,DATA_QUALITY_DESCRIPTION,DATA_QUALITY_SCORE,DECEASED,DIVISION,DO_NOT_CALL,DO_NOT_CONTACT,DO_NOT_SEND_MAIL,EMAIL,EMAIL_OPT_OUT,EXCL_HH_FORMAL_GREETING,EXCL_HH_INFORMAL_GREETING,EXCL_FROM_HH_NAME,FIRST_GIFT_DATE,FIRST_SOFT_CREDIT_AMOUNT,FIRST_SOFT_CREDIT_DATE,FIRST_VOLUNTEER_DATE,goldenapp__Gender__c,GOLDEN_VOLUNTEER_HOURS_YTD,GROUP_NAME,HOME_ADDRESS,HOME_PHONE,HOUSEHOLD_MAILING_ADDRESS,HOUSEHOLD_PHONE,INITIAL_DATE_WORKED,LARGEST_GIFT,LARGEST_SOFT_CREDIT_AMOUNT,LARGEST_SOFT_CREDIT_DATE,LAST_GIFT_AMOUNT,npo02__LastCloseDate__c,LAST_HOUSEHOLD_GIFT_DATE,LAST_SOFT_CREDIT_AMOUNT,LAST_SOFT_CREDIT_DATE,LAST_VOLUNTEER_DATE,MOBILE_PHONE_TEXT,NAME,SALUTATION,FIRST_NAME,LAST_NAME,MIDDLE_NAME,SUFFIX,NO_EMAIL_REASON,NO_MAIL_REASON,NUMBER_OF_GIFTS_LAST_N_DAYS,NUMBER_OF_GIFTS_LAST_YEAR,NUMBER_OF_GIFTS_THIS_YEAR,NUMBER_OF_GIFTS_TWO_YEARS_AGO,NUMBER_OF_SOFT_CREDITS,NUMBER_OF_SOFT_CREDITS_LAST_N_DAYS,NUMBER_OF_SOFT_CREDITS_LAST_YEAR,NUMBER_OF_SOFT_CREDITS_THIS_YEAR,NUMBER_OF_SOFT_CREDITS_TWO_YEARS_AGO,ORGANIZATION_TYPE,PERSONAL_EMAIL,PHONE,PREFERRED_EMAIL,PREFERRED_PHONE,PRIMARY_ADDRESS_TYPE,PRIMARY_CONTACT,PRIMARY_PHONE,SEND_ME_MORE_ABOUT_MIDWEST_FOOD_BANK,SMALLEST_GIFT,SOFT_CREDIT_LAST_N_DAYS,SOFT_CREDIT_LAST_YEAR,SOFT_CREDIT_THIS_YEAR,SOFT_CREDIT_TOTAL,SOFT_CREDIT_TWO_YEARS_AGO,SUBSCRIPTION_ARIZONA,SUBSCRIPTION_BLOOMINGTON,SUBSCRIPTION_CENTRAL,SUBSCRIPTION_EAST_AFRICA,SUBSCRIPTION_ENEWS,SUBSCRIPTION_FLORIDA,SUBSCRIPTION_GEORGIA,SUBSCRIPTION_HAITI,SUBSCRIPTION_INDIANA,SUBSCRIPTION_MORTON,SUBSCRIPTION_NEW_ENGLAND,SUBSCRIPTION_PENNSYLVANIA,SUBSCRIPTION_PEORIA,SUBSCRIPTION_PRINT_NEWSLETTER,SUBSCRIPTION_TEXAS,npo02__TotalOppAmount__c,TOTAL_GIFTS_LAST_N_DAYS,TOTAL_GIFTS_LAST_YEAR,TOTAL_GIFTS_THIS_YEAR,TOTAL_GIFTS_TWO_YEARS_AGO,TOTAL_HOUSEHOLD_GIFTS,TOTAL_HOUSEHOLD_GIFTS_LAST_YEAR,TOTAL_HOUSEHOLD_GIFTS_THIS_YEAR,TOTAL_NUMBER_OF_GIFTS,UNIQUE_PERSON_ID,VOLUNTEER_HOURS,VOLUNTEER_HOURS_2,VOLUNTEER_HOURS_COMBINED,VOLUNTEER_HOURS_VALUE,VOLUNTEER_HOURS_YTD,VOLUNTEER_HOURS_YTD_2,VOLUNTEER_HOURS_YTD_COMBINED,VOLUNTEERID,WORK_ADDRESS,WORK_EMAIL,WORK_PHONE,WORK_PHONE_TEXT,ZIP_CODE
A0056,Account56,False,alt_user56@example.com,1/13/1955,Golden,True,FLF,"Missing: Phone, Email, Job Title, Salutation",49.2,True,TXD,True,True,True,user56@example.com,True,True,True,True,3/16/2022,1425.66,2/23/2017,1/22/2021,Male,14.38,,"2115 Cedar St, Denver, AZ 29784, USA",827-474-3696,"2115 Cedar St, Denver, AZ 29784, USA",827-474-3696,9/6/2012,1624.91,1890.16,4/8/2018,285.32,5/21/2021,4/1/2023,638.11,5/5/2018,8/5/2017,692-748-7712,Name_56,,FirstName_56,LastName_56,,,,Family Receives Mailing,8,6,1,3,10,3,5,0,2,Household Account,Individual,626-845-3996,Personal,Personal,Work,True,296-818-9155,False,17,,,,,,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,1979.85,757.6,1121.27,1210.55,2146.94,1706.96,321.83,31.3,96.56,user062861@yahoo.com%34103%1871%,128.22,98.64,40.91,625.78,35.97,149.74,88.0,LTGZNTGWOT,"495 Cedar St, Denver, CO 94731, USA",s1ia9rzrls@example.com,321-802-5601,425-293-1567,45783
A0072,Account72,True,alt_user72@example.com,1/26/1990,Golden,True,FLF,,25.2,True,ILM,False,False,False,user72@example.com,False,False,True,False,2/11/2020,871.2,4/25/2013,1/2/2026,Male,,Group_72,"947 Hill St, Phoenix, MA 28028, USA",591-502-9714,"947 Hill St, Phoenix, MA 28028, USA",591-502-9714,3/17/2022,0.0,0.0,6/29/2023,0.0,11/21/2019,11/18/2017,949.26,8/16/2018,10/12/2021,187-688-4559,Name_72,,FirstName_72,LastName_72,,,,Address Unknown,3,10,10,8,3,3,3,9,10,Household Account,Individual,702-609-5124,Personal,Personal,,True,158-454-7497,False,19,,,,,,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,1569.89,477.2,765.79,2186.45,2683.83,2187.19,451.27,804.63,96.4,user378879@yahoo.com%72646%9396%,46.69,182.41,361.31,628.7,140.34,141.25,86.8,LTM5OTU2MD,"7601 Main St, Boston, IL 70633, USA",feuop0qvvn@example.com,392-607-2837,923-501-9006,95960
A0296,Account296,True,alt_user296@example.com,1/23/2006,Golden,True,,"Missing: Job Title, Salutation",45.3,True,ILM,False,True,False,user296@example.com,True,True,False,False,8/23/2014,587.45,11/16/2013,4/24/2024,Male,29.31,Group_296,"3898 Lake St, Boston, AZ 90161, USA",440-444-1319,"3898 Lake St, Boston, AZ 90161, USA",440-444-1319,4/21/2015,997.35,378.1,6/18/2017,1142.01,6/28/2023,12/15/2017,0.0,5/29/2019,8/7/2023,515-276-4085,Name_296,,FirstName_296,LastName_296,,,,,2,0,9,5,9,8,10,7,9,Household Account,Individual,334-464-9627,Personal,Work,Home,True,571-172-2945,False,50,,,,,,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,2831.89,708.07,1770.26,514.38,2614.64,303.77,20.45,1424.89,50.31,user678546@yahoo.com%75832%4842%,60.57,98.57,386.65,632.03,92.01,57.3,275.27,NZGZNZUWMJ,"8193 Pine St, Phoenix, WA 79032, USA",vsfkjxrdsj@example.com,203-706-8976,367-353-5121,76843
A0312,Account312,True,alt_user312@example.com,1/24/2005,Golden,True,COR,"Missing: Phone, Email, Job Title, Salutation",7.8,True,ILM,True,True,False,user312@example.com,False,True,True,True,2/11/2017,1422.91,6/19/2014,6/23/2022,Male,47.02,Group_312,"8871 Lake St, , MA 47377, USA",172-672-8939,"8871 Lake St, , MA 47377, USA",172-672-8939,1/9/2015,1251.17,1533.84,1/8/2020,281.17,10/4/2021,7/15/2021,264.64,2/18/2024,2/28/2017,903-128-1619,Name_312,,FirstName_312,LastName_312,,,,Family Receives Mailing,10,2,5,1,9,9,10,0,2,Household Account,Individual,460-986-3322,Personal,Work,Work,True,365-938-2942,True,11,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,4550.82,155.39,251.21,2805.85,2530.12,3435.25,998.16,1064.75,16.9,user596424@yahoo.com%68364%2792%,166.41,16.56,118.62,926.72,84.62,41.02,98.87,MJA4NJK3MZ,"5861 Cedar St, Austin, MA 43931, USA",ja1zs1lu6z@example.com,865-366-4222,247-684-8463,74561
A0600,Account600,True,alt_user600@example.com,3/7/1960,Golden,True,,"Missing: Phone, Job Title, Salutation",13.0,True,INI,True,True,True,user600@example.com,True,True,True,False,4/1/2010,622.38,8/12/2017,1/22/2026,Male,17.79,Group_600,"199 Lake St, Boston, CO 51396, USA",263-287-4491,"199 Lake St, Boston, CO 51396, USA",263-287-4491,1/16/2021,0.0,671.7,11/9/2018,377.28,4/5/2021,1/19/2019,1328.06,9/25/2018,,391-723-9490,Name_600,,FirstName_600,LastName_600,,,,Family Receives Mailing,1,4,0,3,1,7,6,8,3,Household Account,Individual,148-162-9546,Personal,Personal,Home,True,603-295-3275,False,11,,,,,,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,461.74,423.41,610.8,1838.39,776.79,229.45,526.8,1617.07,23.26,user863113@yahoo.com%69570%4665%,66.31,146.92,246.69,656.08,124.68,113.19,277.03,LTM2ODC4ND,"7882 Elm St, Denver, MA 77433, USA",fkot2ffpui@example.com,974-492-4506,539-522-6094,17268
A0648,Account648,True,alt_user648@example.com,12/13/1999,,True,ILB,"Missing: Job Title, Salutation",32.4,True,ILB,False,True,False,user648@example.com,True,True,True,False,10/27/2019,576.91,1/19/2024,1/9/2024,Male,6.87,,"7510 Main St, Denver, MA 66121, USA",803-643-9505,"7510 Main St, Denver, MA 66121, USA",803-643-9505,2/9/2022,724.75,637.15,12/27/2018,584.31,6/26/2020,3/1/2024,1974.55,5/29/2017,,770-433-5237,Name_648,,FirstName_648,LastName_648,,,No Email Requested,,2,6,4,1,2,4,3,6,0,Household Account,Individual,505-368-4729,Personal,Personal,Home,True,505-908-1511,False,5,,,,,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,279.86,272.01,1591.83,1437.14,1625.96,3146.09,1120.49,965.32,62.88,user969768@yahoo.com%49960%8878%,133.6,11.96,307.37,790.04,142.92,147.33,135.94,NTC1OTY5NT,"5922 Maple St, Austin, AZ 98274, USA",tszmfxedgi@example.com,584-953-7370,573-173-8373,68642
A0229,Account229,True,alt_user229@example.com,9/28/2004,Golden,False,ILB,"Missing: Job Title, Salutation",59.1,True,ILB,True,False,True,user229@example.com,False,True,True,False,9/20/2015,129.97,2/12/2012,12/28/2020,Male,31.49,Group_229,"1414 Oak St, Orlando, WA 36721, USA",998-716-9717,"1414 Oak St, Orlando, WA 36721, USA",998-716-9717,2/4/2018,1475.04,0.0,2/4/2019,439.91,4/9/2020,10/22/2023,1888.03,,10/14/2017,313-778-5414,Name_229,,FirstName_229,LastName_229,,,,Family Receives Mailing,10,9,3,2,6,9,8,4,6,Household Account,Individual,384-180-5429,Personal,Home,Home,True,583-925-8587,False,28,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2374.69,227.88,91.69,1113.96,8.89,2929.56,305.69,860.89,49.45,user944606@yahoo.com%36816%9822%,107.29,111.09,96.12,559.72,116.89,80.17,51.7,LTEXNTE0OD,"4812 Elm St, , IL 42480, USA",ilcummxwsu@example.com,239-233-3076,755-484-4391,12028
A0261,Account261,True,alt_user261@example.com,12/10/1956,Golden,True,,"Missing: Phone, Job Title, Salutation",43.6,True,COR,True,False,True,user261@example.com,True,True,True,True,9/5/2017,802.02,4/15/2011,11/9/2021,Female,42.88,Group_261,"911 Pine St, Boston, TX 71827, USA",581-696-9350,"911 Pine St, Boston, TX 71827, USA",581-696-9350,8/19/2011,1108.09,604.13,3/29/2020,148.68,10/2/2022,10/14/2021,1952.87,5/19/2020,,872-413-9528,Name_261,,FirstName_261,LastName_261,,,No Email Requested,,8,6,10,7,6,5,7,2,4,Household Account,Individual,671-847-2617,Personal,Work,,True,455-416-5224,False,36,,,,,,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,689.23,832.74,1829.75,1644.08,458.45,1925.53,1161.46,1347.72,45.76,user536559@yahoo.com%48313%8890%,154.03,151.16,187.24,132.23,39.78,55.73,19.43,MJEWNZUYMJ,"5181 Hill St, Orlando, TX 55376, USA",jfowlg1ozf@example.com,471-681-7611,689-296-8846,13369
A0277,Account277,False,alt_user277@example.com,1/13/1991,Golden,True,,All Contact Details Captured,29.8,False,ILP,True,False,False,user277@example.com,True,True,True,False,1/12/2012,767.51,12/12/2019,9/13/2023,Unspecified,22.6,Group_277,"125 View St, Boston, WA 68604, USA",162-983-7444,"125 View St, Boston, WA 68604, USA",162-983-7444,1/23/2018,660.68,913.39,9/10/2018,0.0,1/29/2021,10/16/2023,1431.95,2/19/2018,3/28/2017,884-943-1434,Name_277,,FirstName_277,LastName_277,,,,,8,4,7,10,8,6,3,9,9,Household Account,Individual,755-775-6998,Personal,Work,Work,True,129-248-2999,False,19,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1464.04,269.16,861.52,1276.39,2432.9,3110.91,1247.21,1536.9,96.65,user842214@yahoo.com%78217%2894%,121.02,99.56,272.89,921.78,77.85,124.47,280.68,NDA5NDK1OD,"4905 Hill St, Chicago, IL 67242, USA",sbhuixgdkz@example.com,499-179-2253,470-582-6348,37921
A0293,Account293,False,alt_user293@example.com,3/8/2000,Golden,False,,"Missing: Phone, Email, Job Title, Salutation",30.3,True,COR,True,True,True,user293@example.com,True,False,True,False,2/19/2016,1791.71,4/13/2021,6/24/2021,Unspecified,,Group_293,"7064 Oak St, Phoenix, WA 63485, USA",394-519-6487,"7064 Oak St, Phoenix, WA 63485, USA",394-519-6487,8/21/2015,92.19,0.0,8/27/2021,0.0,11/6/2020,9/18/2021,1588.12,10/29/2022,10/23/2023,793-135-4458,Name_293,,FirstName_293,LastName_293,,,,,4,0,0,1,5,3,3,8,1,Household Account,Individual,626-798-3480,Personal,Work,Home,True,841-568-7003,False,38,,,,,,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,4533.39,815.48,1404.05,6.96,1725.34,1047.24,49.3,1577.28,94.06,user565576@yahoo.com%83110%8205%,167.94,100.58,294.12,538.43,132.0,128.89,70.63,NTK1MDIZNT,"2526 Elm St, Boston, TX 98203, USA",lu68n3r5wy@example.com,968-251-9102,204-576-5068,78024
A0325,Account325,True,alt_user325@example.com,9/20/1952,,False,ILM,All Contact Details Captured,4.0,False,COR,True,True,False,user325@example.com,False,False,True,True,10/20/2018,1101.4,3/16/2023,3/13/2020,Male,48.77,Group_325,"8377 Lake St, Denver, IL 31210, USA",140-703-4128,"8377 Lake St, Denver, IL 31210, USA",140-703-4128,4/2/2021,1896.45,473.46,7/9/2017,1471.41,7/4/2020,4/7/2021,1667.12,,5/12/2022,685-296-9808,Name_325,,FirstName_325,LastName_325,,,No Email Requested,Family Receives Mailing,2,6,1,5,4,7,4,10,10,Household Account,Individual,787-521-8628,Personal,Personal,Home,True,380-681-4839,False,12,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1292.28,280.83,1052.4,1396.14,2796.91,3834.45,879.31,313.75,45.72,user717711@yahoo.com%68671%4024%,89.96,10.28,220.68,763.57,112.49,40.23,176.23,MZEXODKWMJ,"9523 Maple St, , TX 77723, USA",kafdrw81vf@example.com,899-467-3268,853-467-5103,22257
A0341,Account341,False,alt_user341@example.com,7/25/1986,Golden,True,,"Missing: Job Title, Salutation",29.9,True,COR,True,True,True,user341@example.com,False,True,False,True,2/17/2013,1621.7,10/26/2017,6/4/2024,Unspecified,41.14,,"2416 View St, Phoenix, IL 19229, USA",514-255-8444,"2416 View St, Phoenix, IL 19229, USA",514-255-8444,7/14/2013,864.41,43.39,2/23/2022,0.0,8/6/2022,5/28/2017,947.14,7/19/2018,3/29/2019,825-765-9317,Name_341,,FirstName_341,LastName_341,,,,,7,6,6,4,9,9,10,3,6,Household Account,Individual,844-802-9385,Personal,Personal,,True,214-804-3899,False,2,,,,,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2237.93,478.27,1740.99,2668.96,1302.55,918.15,686.08,1414.41,14.65,user520896@yahoo.com%69153%4105%,151.03,33.58,277.48,663.85,94.15,18.22,255.05,NZQ1MJM4NZ,"8636 Main St, Austin, TX 51488, USA",3cid055iue@example.com,165-886-4735,224-349-5357,66350
A0373,Account373,True,alt_user373@example.com,3/21/1965,,True,COR,All Contact Details Captured,17.1,True,ILM,True,True,True,user373@example.com,False,False,True,True,2/1/2024,1212.62,8/25/2022,9/25/2025,Male,24.23,Group_373,"7696 Lake St, Austin, FL 83879, USA",298-555-9393,"7696 Lake St, Austin, FL 83879, USA",298-555-9393,6/18/2018,0.0,0.0,10/15/2023,0.0,9/27/2020,10/11/2019,779.11,5/13/2019,9/29/2019,629-686-1417,Name_373,,FirstName_373,LastName_373,,,No Email Requested,,7,8,6,2,10,3,8,0,0,Household Account,Individual,619-201-9803,Personal,Work,,False,324-782-6451,True,16,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1293.53,656.32,774.63,2872.29,1283.54,2630.03,678.91,104.65,94.54,user506624@yahoo.com%45224%2545%,70.93,72.92,189.09,939.45,142.04,96.94,75.55,MJY4MTMZNJ,"1566 View St, Phoenix, WA 96185, USA",dbwudhtt4t@example.com,599-980-8794,605-601-1490,13754
A0389,Account389,False,alt_user389@example.com,8/10/1951,,True,,"Missing: Phone, Job Title, Salutation",29.0,True,,True,True,True,user389@example.com,False,True,True,True,3/13/2010,1025.86,2/6/2024,10/11/2022,Male,12.36,Group_389,"5088 Main St, Boston, TX 88013, USA",969-922-1416,"5088 Main St, Boston, TX 88013, USA",969-922-1416,12/24/2012,492.64,940.9,9/9/2019,1887.72,2/15/2022,3/28/2018,1045.01,10/6/2023,2/8/2023,267-886-4328,Name_389,,FirstName_389,LastName_389,,,No Email Requested,,3,4,8,5,7,2,4,9,5,Household Account,Individual,852-283-8615,Personal,Work,Home,True,896-540-9978,False,15,,,,,,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,962.48,345.81,1645.01,270.99,2503.39,2660.77,1159.64,305.75,10.85,user496514@yahoo.com%86163%7963%,64.37,97.92,332.46,440.47,63.67,76.12,158.07,LTI2MJG0MT,"8584 Pine St, Phoenix, TX 20769, USA",gp8aeluxat@example.com,733-735-7803,522-333-1709,76257
A0405,Account405,False,alt_user405@example.com,1/12/1956,Golden,True,,"Missing: Job Title, Salutation",51.9,False,PAH,True,True,False,user405@example.com,True,False,True,True,2/9/2020,34.17,5/17/2018,11/7/2020,Male,44.25,Group_405,"5239 Pine St, Chicago, MA 10914, USA",426-529-7213,"5239 Pine St, Chicago, MA 10914, USA",426-529-7213,8/16/2013,1560.01,597.8,8/16/2017,475.69,2/8/2023,8/22/2017,748.29,12/27/2022,2/2/2017,881-776-7744,Name_405,,FirstName_405,LastName_405,,,No Email Requested,,4,1,1,9,5,1,7,3,9,Household Account,Individual,736-672-8852,Personal,Home,,True,961-756-8545,False,40,,,,,,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,804.29,0.83,723.34,670.55,2265.11,2906.33,429.06,777.03,75.57,user024257@yahoo.com%81099%4454%,86.18,9.09,73.64,159.89,105.56,135.11,176.92,MZGXMJKYNT,"7159 Elm St, Denver, IL 60207, USA",qeqgf9bvnt@example.com,788-971-1039,536-526-7791,60711
A0437,Account437,True,alt_user437@example.com,1/28/1957,,False,COR,All Contact Details Captured,51.6,True,TXD,False,False,False,user437@example.com,False,False,True,True,5/24/2019,101.39,7/12/2015,12/27/2025,Male,12.11,Group_437,"4543 Main St, Boston, IL 57342, USA",902-729-2252,"4543 Main St, Boston, IL 57342, USA",902-729-2252,4/10/2020,563.58,0.0,11/9/2022,450.72,11/6/2019,5/29/2023,0.0,3/7/2018,12/2/2023,161-432-6218,Name_437,,FirstName_437,LastName_437,,,,Family Receives Mailing,3,3,7,9,5,2,2,1,8,Household Account,Individual,823-411-5024,Personal,Work,,True,263-454-7771,False,28,,,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,3173.42,911.12,1301.02,1312.03,1198.55,2772.83,860.03,1085.69,65.78,user804799@yahoo.com%26388%7415%,186.9,130.39,36.75,818.75,16.38,108.69,92.74,NZQ3OTQ5MT,"4967 Elm St, Orlando, CO 53935, USA",arffinfmnv@example.com,615-947-2496,802-694-3441,69829
A0469,Account469,False,alt_user469@example.com,1/5/1973,Golden,True,COR,All Contact Details Captured,20.0,True,NFC,False,True,False,user469@example.com,False,False,True,True,6/20/2020,1925.32,12/26/2016,12/25/2020,Female,17.33,Group_469,"3144 Cedar St, Boston, CO 72343, USA",305-680-3492,"3144 Cedar St, Boston, CO 72343, USA",305-680-3492,10/11/2021,603.26,698.53,11/20/2023,51.34,5/1/2020,10/24/2022,97.9,2/13/2018,1/3/2024,335-730-2795,Name_469,,FirstName_469,LastName_469,,,,,1,0,5,4,7,9,0,3,9,Household Account,Individual,189-835-9029,Personal,Work,Work,True,265-764-9303,False,41,,,,,,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2770.1,596.85,1768.64,2209.87,937.03,2915.07,1364.04,1144.78,25.03,user723324@yahoo.com%52871%4024%,14.55,107.84,144.21,39.99,130.13,101.88,230.15,LTGZNJK0MD,"3050 Maple St, , IL 98701, USA",8arhrncfky@example.com,608-283-2782,474-543-3276,69272
A0485,Account485,False,alt_user485@example.com,7/8/1985,Golden,False,FLF,All Contact Details Captured,31.8,True,PAH,False,True,False,user485@example.com,True,False,True,False,3/13/2018,412.27,2/3/2013,2/3/2021,Unspecified,23.47,Group_485,"2226 Pine St, , TX 93546, USA",723-115-8724,"2226 Pine St, , TX 93546, USA",723-115-8724,4/15/2021,1306.98,1770.09,1/1/2019,657.54,11/18/2021,2/26/2023,0.0,2/11/2021,1/15/2021,665-381-9994,Name_485,,FirstName_485,LastName_485,,,,Address Unknown,5,6,4,7,7,1,7,7,9,Household Account,Individual,237-328-6281,Personal,Personal,,True,279-918-9613,False,34,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1778.89,384.24,995.71,1731.87,2881.18,1395.78,1331.94,904.96,12.91,user050385@yahoo.com%43449%4695%,110.02,94.42,336.18,56.29,34.3,100.66,220.73,NTK1NZAZMJ,"5139 Hill St, Phoenix, IL 52382, USA",kkn8kbmfq3@example.com,396-529-4619,495-316-8618,41528
A0501,Account501,False,alt_user501@example.com,4/17/1994,Golden,True,COR,All Contact Details Captured,38.8,False,COR,False,True,True,user501@example.com,False,True,True,False,4/11/2013,1299.8,1/25/2012,4/23/2023,Female,11.44,Group_501,"5596 Pine St, Boston, AZ 78873, USA",197-740-4049,"5596 Pine St, Boston, AZ 78873, USA",197-740-4049,6/24/2012,1108.15,1137.14,10/20/2019,1189.61,3/29/2022,3/12/2018,67.54,9/21/2020,10/2/2017,198-997-4883,Name_501,,FirstName_501,LastName_501,,,,,10,10,1,7,0,2,6,8,3,Household Account,Individual,851-162-5432,Personal,Work,Work,True,355-496-4318,False,13,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4311.64,998.41,992.7,2085.02,1039.46,1400.04,359.14,1221.26,27.74,user473076@yahoo.com%13668%4679%,96.54,34.16,91.87,971.87,100.19,89.27,20.97,NZK4MDAXMT,"158 Lake St, Denver, AZ 79822, USA",zrv3ggjnyw@example.com,968-270-9981,178-662-3202,71324
A0533,Account533,False,alt_user533@example.com,11/4/1953,Golden,True,ILM,,34.6,True,ILB,True,True,True,user533@example.com,True,True,True,True,6/10/2021,1345.6,3/10/2018,10/9/2021,Male,32.15,Group_533,"1172 Oak St, Phoenix, AZ 11610, USA",837-430-8317,"1172 Oak St, Phoenix, AZ 11610, USA",837-430-8317,9/3/2020,19.23,645.98,9/15/2019,1091.44,6/22/2020,10/30/2017,789.4,11/3/2022,11/7/2018,891-683-1833,Name_533,,FirstName_533,LastName_533,,,,,6,3,2,10,8,10,3,2,2,Household Account,Individual,214-595-6271,Personal,Work,Home,True,295-764-7339,False,43,,,,,,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,3423.87,374.25,1300.2,1335.94,1820.8,822.13,1229.31,1035.19,37.74,user662511@yahoo.com%44480%3438%,1.85,106.9,58.92,186.28,80.86,4.8,79.72,LTCXMTK5ND,"148 Pine St, Phoenix, WA 83398, USA",tihrdfkc50@example.com,983-526-6855,321-676-7105,34524
A0565,Account565,True,alt_user565@example.com,1/5/1979,Golden,False,,"Missing: Phone, Job Title, Salutation",46.6,True,COR,False,True,True,user565@example.com,True,False,True,False,12/14/2011,871.37,10/28/2013,9/13/2021,Female,35.22,Group_565,"8263 Hill St, Austin, IL 92495, USA",698-659-8550,"8263 Hill St, Austin, IL 92495, USA",698-659-8550,12/11/2018,0.0,1113.56,8/19/2017,1296.89,3/11/2021,5/14/2019,0.0,8/1/2019,1/10/2022,709-476-3015,Name_565,,FirstName_565,LastName_565,,,,Family Receives Mailing,2,7,2,0,5,1,7,8,3,Household Account,Individual,182-669-8223,Personal,Work,,True,297-787-5139,False,15,,,,,,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,321.13,485.24,18.23,1544.35,231.81,3553.84,881.74,236.96,0.74,user269587@yahoo.com%34994%7881%,29.77,14.3,255.1,112.04,142.69,14.13,88.93,LTUYMJUZNJ,"7910 Elm St, Austin, AZ 12124, USA",v5b57vxrgq@example.com,899-778-9621,983-926-9691,35230
A0680,Account680,True,alt_user680@example.com,9/8/1970,,True,,"Missing: Phone, Email, Job Title, Salutation",24.1,True,ILM,True,False,True,user680@example.com,True,True,True,False,11/20/2016,1397.26,1/4/2020,1/22/2023,Male,44.79,Group_680,"9878 Elm St, Boston, AZ 43975, USA",162-267-5924,"9878 Elm St, Boston, AZ 43975, USA",162-267-5924,4/12/2018,1716.12,1740.89,7/3/2022,0.0,7/21/2023,5/2/2020,384.06,4/5/2024,10/26/2022,729-335-9127,Name_680,,FirstName_680,LastName_680,,,No Email Requested,,2,0,9,5,6,1,10,8,9,Household Account,Individual,800-204-6721,Personal,Work,Work,True,399-529-7463,True,5,,,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2114.8,429.98,601.65,1542.05,2016.64,3181.52,516.33,667.73,89.27,user475079@yahoo.com%12986%9189%,61.2,45.73,231.12,827.95,56.22,86.49,157.24,LTY4MTI2MJ,"8155 Hill St, Phoenix, WA 28593, USA",kh4vpm9f69@example.com,771-705-6212,875-260-9974,21120
A0776,Account776,False,alt_user776@example.com,9/17/1981,Golden,False,,,12.6,True,INI,True,True,True,user776@example.com,False,True,False,False,7/12/2018,1378.55,4/12/2014,3/26/2023,Male,11.19,,"119 Oak St, Boston, WA 55288, USA",209-470-5250,"119 Oak St, Boston, WA 55288, USA",209-470-5250,6/6/2016,736.95,383.62,12/12/2017,336.81,8/24/2023,4/18/2020,247.36,3/3/2023,9/13/2019,220-272-9625,Name_776,,FirstName_776,LastName_776,,,,,8,10,8,5,2,3,9,2,3,Household Account,Individual,562-250-6035,Personal,Work,Home,True,283-515-4973,False,14,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,4721.13,864.92,1876.6,1869.0,2196.62,2621.45,1019.48,1291.28,51.96,user185734@yahoo.com%96647%6036%,42.57,70.29,74.63,516.43,90.0,49.52,274.78,MZC4MZC4OT,"4460 Main St, Orlando, CO 91717, USA",w7gwz7xmgl@example.com,263-211-7594,566-125-4666,50625
